TODO,LOC,TODO/LOC,FILE
1,87,1.15%,Userland/Libraries/LibGfx/TextDirection.h
1,107,0.93%,Userland/Libraries/LibDebug/Dwarf/CompilationUnit.cpp
1,396,0.25%,Userland/Libraries/LibDebug/Dwarf/DwarfInfo.cpp
3,385,0.78%,Userland/Libraries/LibDebug/DebugInfo.cpp
1,51,1.96%,Userland/Libraries/LibDebug/ProcessInspector.cpp
6,379,1.58%,Userland/Libraries/LibDebug/DebugSession.cpp
4,255,1.57%,Userland/Libraries/LibDebug/DebugSession.h
1,24,4.17%,Userland/Libraries/LibGLSL/Linker.cpp
1,24,4.17%,Userland/Libraries/LibGLSL/LinkedShader.h
1,13,7.69%,Userland/Libraries/LibGLSL/Compiler.cpp
1,10,10.00%,Userland/Libraries/LibGLSL/ObjectFile.h
2,431,0.46%,Userland/Libraries/LibTextCodec/Decoder.cpp
1,82,1.22%,Userland/Libraries/LibGemini/Line.cpp
5,187,2.67%,Userland/Libraries/LibGemini/Job.cpp
3,521,0.58%,Userland/Libraries/LibELF/DynamicLinker.cpp
1,404,0.25%,Userland/Libraries/LibELF/Image.cpp
4,545,0.73%,Userland/Libraries/LibELF/DynamicLoader.cpp
5,465,1.08%,Userland/Libraries/LibELF/DynamicObject.cpp
1,678,0.15%,Userland/Libraries/LibRegex/RegexByteCode.h
1,911,0.11%,Userland/Libraries/LibRegex/RegexByteCode.cpp
7,2141,0.33%,Userland/Libraries/LibRegex/RegexParser.cpp
1,246,0.41%,Userland/Libraries/LibRegex/RegexMatcher.h
8,567,1.41%,Userland/Libraries/LibRegex/RegexMatch.h
2,431,0.46%,Userland/Libraries/LibRegex/RegexMatcher.cpp
6,811,0.74%,Userland/Libraries/LibRegex/RegexOptimizer.cpp
2,186,1.08%,Userland/Libraries/LibTimeZone/TimeZone.cpp
2,274,0.73%,Userland/Libraries/LibGUI/GML/AST.h
5,200,2.50%,Userland/Libraries/LibGUI/GML/AutocompleteProvider.cpp
3,101,2.97%,Userland/Libraries/LibGUI/ImageWidget.cpp
3,1115,0.27%,Userland/Libraries/LibGUI/Window.cpp
2,386,0.52%,Userland/Libraries/LibGUI/ColumnsView.cpp
4,251,1.59%,Userland/Libraries/LibGUI/FilePicker.cpp
2,685,0.29%,Userland/Libraries/LibGUI/TreeView.cpp
2,230,0.87%,Userland/Libraries/LibGUI/SortingProxyModel.cpp
1,53,1.89%,Userland/Libraries/LibGUI/ColumnsView.h
1,237,0.42%,Userland/Libraries/LibGUI/CommandPalette.cpp
1,105,0.95%,Userland/Libraries/LibGUI/LinkLabel.cpp
1,140,0.71%,Userland/Libraries/LibGUI/VimEditingEngine.h
3,386,0.78%,Userland/Libraries/LibGUI/HeaderView.cpp
5,163,3.07%,Userland/Libraries/LibGUI/AbstractThemePreview.cpp
3,140,2.14%,Userland/Libraries/LibGUI/Clipboard.cpp
1,1106,0.09%,Userland/Libraries/LibGUI/Widget.cpp
1,165,0.61%,Userland/Libraries/LibGUI/ValueSlider.cpp
4,629,0.64%,Userland/Libraries/LibGUI/ColorPicker.cpp
5,153,3.27%,Userland/Libraries/LibGUI/MessageBox.cpp
1,56,1.79%,Userland/Libraries/LibGUI/PasswordInputDialog.cpp
1,165,0.61%,Userland/Libraries/LibGUI/OpacitySlider.cpp
2,378,0.53%,Userland/Libraries/LibGUI/Widget.h
1,75,1.33%,Userland/Libraries/LibGUI/ConnectionToWindowManagerServer.cpp
1,83,1.20%,Userland/Libraries/LibGUI/ModelSelection.h
5,257,1.95%,Userland/Libraries/LibGUI/FileIconProvider.cpp
4,1304,0.31%,Userland/Libraries/LibGUI/VimEditingEngine.cpp
6,84,7.14%,Userland/Libraries/LibGUI/Variant.cpp
1,71,1.41%,Userland/Libraries/LibGUI/Notification.cpp
1,244,0.41%,Userland/Libraries/LibGUI/Button.cpp
4,1105,0.36%,Userland/Libraries/LibGUI/TextDocument.cpp
3,165,1.82%,Userland/Libraries/LibGUI/AutocompleteProvider.cpp
2,693,0.29%,Userland/Libraries/LibGUI/IconView.cpp
1,264,0.38%,Userland/Libraries/LibGUI/ComboBox.cpp
1,82,1.22%,Userland/Libraries/LibGUI/DragOperation.cpp
1,319,0.31%,Userland/Libraries/LibGUI/AbstractScrollableWidget.cpp
2,668,0.30%,Userland/Libraries/LibGUI/FileSystemModel.cpp
27,183,14.75%,Userland/Libraries/LibGUI/CommonActions.cpp
7,2035,0.34%,Userland/Libraries/LibGUI/TextEditor.cpp
1,338,0.30%,Userland/Libraries/LibGUI/ConnectionToWindowServer.cpp
1,312,0.32%,Userland/Libraries/LibGUI/BoxLayout.cpp
2,106,1.89%,Userland/Libraries/LibGUI/SpinBox.cpp
1,185,0.54%,Userland/Libraries/LibGUI/FontPicker.cpp
3,129,2.33%,Userland/Libraries/LibGUI/MultiView.cpp
3,686,0.44%,Userland/Libraries/LibGUI/AbstractView.cpp
1,211,0.47%,Userland/Libraries/LibGUI/EmojiInputDialog.cpp
2,122,1.64%,Userland/Libraries/LibGUI/JsonArrayModel.cpp
1,417,0.24%,Userland/Libraries/LibGUI/AbstractTableView.cpp
1,55,1.82%,Userland/Libraries/LibGPU/Driver.cpp
2,13,15.38%,Userland/Libraries/LibGPU/Config.h
2,177,1.13%,Userland/Libraries/LibCards/CardPainter.cpp
1,261,0.38%,Userland/Libraries/LibCards/CardStack.cpp
1,20,5.00%,Userland/Libraries/LibGL/Buffer/Buffer.h
1,40,2.50%,Userland/Libraries/LibGL/Tex/Texture2D.cpp
1,272,0.37%,Userland/Libraries/LibGL/Image.cpp
1,137,0.73%,Userland/Libraries/LibGL/List.cpp
12,844,1.42%,Userland/Libraries/LibGL/Texture.cpp
1,45,2.22%,Userland/Libraries/LibGL/ClipPlane.cpp
2,513,0.39%,Userland/Libraries/LibGL/GLContext.h
2,263,0.76%,Userland/Libraries/LibGL/Vertex.cpp
18,151,11.92%,Userland/Libraries/LibGL/Shader.cpp
19,766,2.48%,Userland/Libraries/LibGL/GLContext.cpp
1,84,1.19%,Userland/Libraries/LibGL/Buffer.cpp
1,608,0.16%,Userland/Libraries/LibGL/ContextParameter.cpp
2,89,2.25%,Userland/DevTools/Inspector/RemoteProcess.cpp
1,130,0.77%,Userland/DevTools/Inspector/main.cpp
4,81,4.94%,Userland/DevTools/Inspector/RemoteObjectGraphModel.cpp
1,180,0.56%,Userland/DevTools/Inspector/RemoteObjectPropertyModel.cpp
2,85,2.35%,Userland/DevTools/Profiler/SamplesModel.cpp
1,154,0.65%,Userland/DevTools/Profiler/FilesystemEventModel.cpp
1,24,4.17%,Userland/DevTools/Profiler/Gradient.cpp
2,162,1.23%,Userland/DevTools/Profiler/ProfileModel.cpp
5,317,1.58%,Userland/DevTools/Profiler/main.cpp
1,264,0.38%,Userland/DevTools/Profiler/Profile.h
4,529,0.76%,Userland/DevTools/Profiler/Profile.cpp
4,465,0.86%,Userland/DevTools/SQLStudio/MainWidget.cpp
2,112,1.79%,Userland/DevTools/HackStudio/Debugger/RegistersModel.cpp
1,36,2.78%,Userland/DevTools/HackStudio/Debugger/VariablesModel.h
1,249,0.40%,Userland/DevTools/HackStudio/Debugger/Debugger.cpp
6,151,3.97%,Userland/DevTools/HackStudio/Git/GitWidget.cpp
2,194,1.03%,Userland/DevTools/HackStudio/Git/DiffViewer.cpp
5,26,19.23%,Userland/DevTools/HackStudio/LanguageServers/Cpp/ConnectionFromClient.h
5,27,18.52%,Userland/DevTools/HackStudio/LanguageServers/Shell/ConnectionFromClient.h
1,132,0.76%,Userland/DevTools/HackStudio/LanguageServers/FileDB.cpp
4,20,20.00%,Userland/DevTools/HackStudio/ToDoEntriesWidget.h
1,64,1.56%,Userland/DevTools/HackStudio/Project.cpp
3,227,1.32%,Userland/DevTools/HackStudio/HackStudioWidget.h
8,232,3.45%,Userland/DevTools/HackStudio/LanguageClient.cpp
1,54,1.85%,Userland/DevTools/HackStudio/ProjectFile.cpp
11,1589,0.69%,Userland/DevTools/HackStudio/HackStudioWidget.cpp
14,97,14.43%,Userland/DevTools/HackStudio/ToDoEntriesWidget.cpp
7,45,15.56%,Userland/DevTools/HackStudio/ProjectDeclarations.cpp
1,108,0.93%,Userland/DevTools/HackStudio/EditorWrapper.cpp
3,138,2.17%,Userland/DevTools/HackStudio/LanguageClient.h
10,32,31.25%,Userland/DevTools/HackStudio/ToDoEntries.cpp
3,108,2.78%,Userland/DevTools/HackStudio/AutoCompleteResponse.h
2,667,0.30%,Userland/DevTools/HackStudio/Editor.cpp
7,25,28.00%,Userland/DevTools/HackStudio/ToDoEntries.h
2,156,1.28%,Userland/DevTools/UserspaceEmulator/RangeAllocator.cpp
12,277,4.33%,Userland/DevTools/UserspaceEmulator/MmapRegion.cpp
1,359,0.28%,Userland/DevTools/UserspaceEmulator/MallocTracer.cpp
215,2808,7.66%,Userland/DevTools/UserspaceEmulator/SoftCPU.cpp
2,137,1.46%,Userland/DevTools/UserspaceEmulator/SoftVPU.h
1,107,0.93%,Userland/DevTools/UserspaceEmulator/main.cpp
16,1455,1.10%,Userland/DevTools/UserspaceEmulator/Emulator_syscalls.cpp
31,307,10.10%,Userland/DevTools/UserspaceEmulator/SoftMMU.cpp
13,628,2.07%,Userland/DevTools/UserspaceEmulator/Emulator.cpp
108,1444,7.48%,Userland/DevTools/UserspaceEmulator/SoftFPU.cpp
5,468,1.07%,Userland/DevTools/UserspaceEmulator/SoftFPU.h
93,621,14.98%,Userland/DevTools/UserspaceEmulator/SoftVPU.cpp
2,123,1.63%,Userland/DevTools/UserspaceEmulator/SoftMMU.h
2,816,0.25%,Userland/Games/Hearts/Game.cpp
1,153,0.65%,Userland/Games/FlappyBug/Game.h
1,161,0.62%,Userland/Games/Flood/main.cpp
5,598,0.84%,Userland/Games/Chess/ChessWidget.cpp
1,159,0.63%,Userland/Games/Chess/main.cpp
1,278,0.36%,Userland/Games/MasterWord/WordGame.cpp
1,478,0.21%,Userland/Games/BrickGame/BrickGame.cpp
1,517,0.19%,Userland/Games/Minesweeper/Field.cpp
1,135,0.74%,Userland/Applets/ClipboardHistory/ClipboardHistoryModel.cpp
1,44,2.27%,Userland/Services/ChessEngine/MCTSTree.h
3,50,6.00%,Userland/Services/ChessEngine/ChessEngine.cpp
1,23,4.35%,Userland/Services/WebSocket/main.cpp
2,155,1.29%,Userland/Services/WindowServer/WMConnectionFromClient.cpp
12,937,1.28%,Userland/Services/WindowServer/Window.cpp
1,68,1.47%,Userland/Services/WindowServer/ScreenLayout.h
11,1938,0.57%,Userland/Services/WindowServer/WindowManager.cpp
1,347,0.29%,Userland/Services/WindowServer/MenuManager.cpp
1,83,1.20%,Userland/Services/WindowServer/MultiScaleBitmaps.cpp
3,305,0.98%,Userland/Services/WindowServer/Overlays.cpp
2,500,0.40%,Userland/Services/WindowServer/Screen.cpp
2,126,1.59%,Userland/Services/WindowServer/main.cpp
3,249,1.20%,Userland/Services/WindowServer/WindowSwitcher.cpp
2,152,1.32%,Userland/Services/WindowServer/AppletManager.cpp
2,59,3.39%,Userland/Services/WindowServer/Menubar.h
1,19,5.26%,Userland/Services/WindowServer/Menubar.cpp
4,808,0.50%,Userland/Services/WindowServer/WindowFrame.cpp
8,1407,0.57%,Userland/Services/WindowServer/Compositor.cpp
1,472,0.21%,Userland/Services/WindowServer/WindowManager.h
3,84,3.57%,Userland/Services/WindowServer/KeymapSwitcher.cpp
16,1218,1.31%,Userland/Services/WindowServer/ConnectionFromClient.cpp
5,273,1.83%,Userland/Services/ConfigServer/ConnectionFromClient.cpp
3,89,3.37%,Userland/Services/NetworkServer/main.cpp
1,103,0.97%,Userland/Services/WebContent/PageHost.h
1,32,3.12%,Userland/Services/WebContent/ImageCodecPluginSerenity.cpp
1,313,0.32%,Userland/Services/WebContent/PageHost.cpp
5,153,3.27%,Userland/Services/WebContent/WebContentConsoleClient.cpp
6,483,1.24%,Userland/Services/WebContent/ConnectionFromClient.cpp
42,899,4.67%,Userland/Services/WebContent/WebDriverConnection.cpp
1,89,1.12%,Userland/Services/WebServer/main.cpp
4,326,1.23%,Userland/Services/WebServer/Client.cpp
4,206,1.94%,Userland/Services/Taskbar/ClockWidget.cpp
2,99,2.02%,Userland/Services/Taskbar/ShutdownDialog.cpp
2,223,0.90%,Userland/Services/Taskbar/QuickLaunchWidget.cpp
2,322,0.62%,Userland/Services/DHCPClient/DHCPv4Client.cpp
1,133,0.75%,Userland/Services/FileSystemAccessServer/ConnectionFromClient.cpp
1,54,1.85%,Userland/Services/SystemServer/Service.h
5,336,1.49%,Userland/Services/SystemServer/Service.cpp
4,462,0.87%,Userland/Services/SystemServer/main.cpp
4,67,5.97%,Userland/Services/InspectorServer/InspectableProcess.cpp
1,26,3.85%,Userland/Services/InspectorServer/main.cpp
1,80,1.25%,Userland/Services/SQLServer/ConnectionFromClient.cpp
1,156,0.64%,Userland/Services/AudioServer/Mixer.cpp
1,78,1.28%,Userland/Services/WebDriver/Session.cpp
1,87,1.15%,Userland/Services/WebDriver/main.cpp
14,420,3.33%,Userland/Services/WebDriver/Client.cpp
12,248,4.84%,Userland/Services/SpiceAgent/SpiceAgent.cpp
1,62,1.61%,Userland/Services/SpiceAgent/ConnectionToClipboardServer.cpp
1,47,2.13%,Userland/Services/RequestServer/Request.h
1,41,2.44%,Userland/Services/RequestServer/Protocol.cpp
1,42,2.38%,Userland/Services/RequestServer/Request.cpp
2,44,4.55%,Userland/Services/RequestServer/main.cpp
1,133,0.75%,Userland/Services/NotificationServer/NotificationWindow.cpp
6,291,2.06%,Userland/Services/FileOperation/main.cpp
3,153,1.96%,Userland/Services/LookupServer/MulticastDNS.cpp
4,269,1.49%,Userland/Services/LookupServer/LookupServer.cpp
1,22,4.55%,Userland/Applications/CharacterMap/SearchCharacters.h
1,78,1.28%,Userland/Applications/CharacterMap/CharacterSearchWidget.cpp
5,161,3.11%,Userland/Applications/CharacterMap/CharacterMapWidget.cpp
1,151,0.66%,Userland/Applications/Browser/main.cpp
4,188,2.13%,Userland/Applications/Browser/ConsoleWidget.cpp
1,120,0.83%,Userland/Applications/Browser/Tab.h
1,110,0.91%,Userland/Applications/Browser/StorageWidget.cpp
2,652,0.31%,Userland/Applications/Browser/BrowserWindow.cpp
3,412,0.73%,Userland/Applications/Browser/CookieJar.cpp
1,177,0.56%,Userland/Applications/Browser/InspectorWidget.cpp
2,663,0.30%,Userland/Applications/Browser/Tab.cpp
5,271,1.85%,Userland/Applications/Debugger/main.cpp
3,517,0.58%,Userland/Applications/SystemMonitor/ProcessModel.cpp
1,522,0.19%,Userland/Applications/SystemMonitor/main.cpp
2,119,1.68%,Userland/Applications/SystemMonitor/MemoryStatsWidget.cpp
3,127,2.36%,Userland/Applications/SystemMonitor/NetworkStatisticsWidget.cpp
1,90,1.11%,Userland/Applications/Escalator/EscalatorWindow.cpp
1,80,1.25%,Userland/Applications/DisplaySettings/ThemesSettingsWidget.cpp
2,140,1.43%,Userland/Applications/DisplaySettings/BackgroundSettingsWidget.cpp
4,137,2.92%,Userland/Applications/DisplaySettings/MonitorWidget.cpp
2,250,0.80%,Userland/Applications/DisplaySettings/MonitorSettingsWidget.cpp
6,390,1.54%,Userland/Applications/Mail/MailWidget.cpp
3,90,3.33%,Userland/Applications/Mail/MailboxTreeModel.cpp
2,44,4.55%,Userland/Applications/Mail/AccountHolder.cpp
4,197,2.03%,Userland/Applications/Help/ManualModel.cpp
1,153,0.65%,Userland/Applications/Calendar/AddEventDialog.cpp
3,226,1.33%,Userland/Applications/ImageViewer/ViewWidget.cpp
1,549,0.18%,Userland/Applications/ThemeEditor/MainWidget.cpp
9,783,1.15%,Userland/Applications/TextEditor/MainWidget.cpp
6,144,4.17%,Userland/Applications/NetworkSettings/NetworkSettingsWidget.cpp
1,133,0.75%,Userland/Applications/Presenter/PresenterWidget.cpp
1,22,4.55%,Userland/Applications/Presenter/Slide.h
2,42,4.76%,Userland/Applications/Presenter/Slide.cpp
1,129,0.78%,Userland/Applications/Presenter/Presentation.cpp
4,127,3.15%,Userland/Applications/Presenter/SlideObject.cpp
2,100,2.00%,Userland/Applications/Presenter/SlideObject.h
3,353,0.85%,Userland/Applications/PDFViewer/PDFViewerWidget.cpp
1,33,3.03%,Userland/Applications/PDFViewer/SidebarWidget.cpp
2,85,2.35%,Userland/Applications/SoundPlayer/Playlist.cpp
7,195,3.59%,Userland/Applications/SoundPlayer/SoundPlayerWidgetAdvancedView.cpp
1,129,0.78%,Userland/Applications/SoundPlayer/main.cpp
1,58,1.72%,Userland/Applications/SoundPlayer/AlbumCoverVisualizationWidget.cpp
2,108,1.85%,Userland/Applications/SoundPlayer/PlaybackManager.cpp
6,78,7.69%,Userland/Applications/SoundPlayer/M3UParser.cpp
1,937,0.11%,Userland/Applications/FontEditor/MainWidget.cpp
1,208,0.48%,Userland/Applications/FileManager/PropertiesWindow.cpp
1,28,3.57%,Userland/Applications/FileManager/FileOperationProgressWidget.h
6,575,1.04%,Userland/Applications/FileManager/DirectoryView.cpp
2,1156,0.17%,Userland/Applications/FileManager/main.cpp
1,182,0.55%,Userland/Applications/FileManager/FileOperationProgressWidget.cpp
2,240,0.83%,Userland/Applications/KeyboardSettings/KeyboardSettingsWidget.cpp
3,150,2.00%,Userland/Applications/Run/RunWindow.cpp
1,381,0.26%,Userland/Applications/SpaceAnalyzer/main.cpp
1,50,2.00%,Userland/Applications/HexEditor/main.cpp
1,758,0.13%,Userland/Applications/HexEditor/HexEditor.cpp
11,501,2.20%,Userland/Applications/HexEditor/HexEditorWidget.cpp
1,187,0.53%,Userland/Applications/Assistant/Providers.cpp
3,488,0.61%,Userland/Applications/3DFileViewer/main.cpp
4,117,3.42%,Userland/Applications/MouseSettings/ThemeWidget.cpp
1,54,1.85%,Userland/Applications/MouseSettings/DoubleClickArrowWidget.cpp
4,258,1.55%,Userland/Applications/VideoPlayer/VideoPlayerWidget.cpp
2,260,0.77%,Userland/Applications/Spreadsheet/ExportDialog.cpp
1,160,0.62%,Userland/Applications/Spreadsheet/Cell.cpp
5,394,1.27%,Userland/Applications/Spreadsheet/CellTypeDialog.cpp
8,565,1.42%,Userland/Applications/Spreadsheet/SpreadsheetWidget.cpp
2,166,1.20%,Userland/Applications/Spreadsheet/HelpWindow.cpp
1,418,0.24%,Userland/Applications/Spreadsheet/SpreadsheetView.cpp
1,340,0.29%,Userland/Applications/Spreadsheet/JSIntegration.cpp
3,628,0.48%,Userland/Applications/Spreadsheet/Spreadsheet.cpp
1,71,1.41%,Userland/Applications/PixelPaint/Tools/BucketTool.cpp
1,175,0.57%,Userland/Applications/PixelPaint/Tools/BrushTool.cpp
1,168,0.60%,Userland/Applications/PixelPaint/Tools/MoveTool.cpp
1,133,0.75%,Userland/Applications/PixelPaint/Tools/EraseTool.cpp
2,167,1.20%,Userland/Applications/PixelPaint/Tools/GuideTool.cpp
2,146,1.37%,Userland/Applications/PixelPaint/Tools/CloneTool.cpp
1,43,2.33%,Userland/Applications/PixelPaint/Filters/Filter.cpp
1,16,6.25%,Userland/Applications/PixelPaint/Filters/GaussBlur3.h
3,47,6.38%,Userland/Applications/PixelPaint/Filters/Median.cpp
1,93,1.08%,Userland/Applications/PixelPaint/VectorscopeWidget.h
1,126,0.79%,Userland/Applications/PixelPaint/VectorscopeWidget.cpp
8,479,1.67%,Userland/Applications/PixelPaint/Image.cpp
1,90,1.11%,Userland/Applications/PixelPaint/ToolboxWidget.cpp
10,284,3.52%,Userland/Applications/PixelPaint/Layer.cpp
1,34,2.94%,Userland/Applications/PixelPaint/ProjectLoader.cpp
1,146,0.68%,Userland/Applications/PixelPaint/FilterParams.h
2,409,0.49%,Userland/Applications/PixelPaint/LayerListWidget.cpp
3,1073,0.28%,Userland/Applications/PixelPaint/MainWidget.cpp
1,124,0.81%,Userland/Applications/PixelPaint/LevelsDialog.cpp
1,292,0.34%,Userland/Applications/CrashReporter/main.cpp
4,135,2.96%,Userland/Applications/BrowserSettings/ContentFilterSettingsWidget.cpp
1,38,2.63%,Userland/Applications/Piano/ProcessorParameterWidget/ParameterWidget.cpp
2,54,3.70%,Userland/Applications/Piano/ProcessorParameterWidget/Slider.cpp
3,58,5.17%,Userland/Applications/Piano/SamplerWidget.cpp
2,51,3.92%,Userland/Applications/Piano/KnobsWidget.cpp
4,131,3.05%,Userland/Applications/Piano/AudioPlayerLoop.cpp
6,101,5.94%,Userland/Applications/Piano/PlayerWidget.cpp
2,210,0.95%,Userland/Applications/Piano/RollWidget.cpp
2,53,3.77%,Userland/Applications/Piano/WaveWidget.cpp
3,142,2.11%,Userland/Applications/Piano/MainWidget.cpp
2,67,2.99%,Userland/Applications/Piano/TrackManager.cpp
1,39,2.56%,Userland/Applications/ClockSettings/main.cpp
1,15,6.67%,Userland/Shell/Tests/builtin-redir.sh
1,45,2.22%,Userland/Shell/Tests/if.sh
1,34,2.94%,Userland/Shell/Tests/function.sh
1,31,3.23%,Userland/Shell/Tests/control-structure-as-command.sh
3,3113,0.10%,Userland/Shell/AST.cpp
1,379,0.26%,Userland/Shell/ImmediateFunctions.cpp
2,453,0.44%,Userland/Shell/Shell.h
3,491,0.61%,Userland/Shell/SyntaxHighlighter.cpp
3,1864,0.16%,Userland/Shell/Parser.cpp
1,1390,0.07%,Userland/Shell/Builtin.cpp
3,2073,0.14%,Userland/Shell/Shell.cpp
1,103,0.97%,Ladybird/WebContent/main.cpp
1,102,0.98%,Ladybird/WebDriver/main.cpp
1,38,2.63%,Ladybird/SettingsDialog.cpp
1,73,1.37%,Ladybird/main.cpp
1,153,0.65%,Ladybird/AndroidPlatform.cpp
4,123,3.25%,Ladybird/ConsoleWidget.cpp
3,161,1.86%,Ladybird/ConsoleClient.cpp
7,918,0.76%,Ladybird/WebContentView.cpp
1,84,1.19%,Ladybird/RequestManagerQt.cpp
1,202,0.50%,Ladybird/Tab.cpp
1,435,0.23%,Kernel/Library/LockRefPtr.h
8,188,4.26%,Kernel/Library/LockWeakPtr.h
3,92,3.26%,Kernel/Arch/x86_64/ISABus/HID/PS2KeyboardDevice.cpp
2,183,1.09%,Kernel/Arch/x86_64/ISABus/HID/PS2MouseDevice.cpp
1,47,2.13%,Kernel/Arch/x86_64/ISABus/HID/VMWareMouseDevice.cpp
3,309,0.97%,Kernel/Arch/x86_64/ISABus/I8042Controller.cpp
5,44,11.36%,Kernel/Arch/x86_64/ISABus/SerialDevice.cpp
1,81,1.23%,Kernel/Arch/x86_64/Time/RTC.cpp
3,383,0.78%,Kernel/Arch/x86_64/Time/HPET.cpp
3,139,2.16%,Kernel/Arch/x86_64/Time/APICTimer.cpp
2,206,0.97%,Kernel/Arch/x86_64/Hypervisor/VMWareBackdoor.cpp
1,138,0.72%,Kernel/Arch/x86_64/PCI/IDELegacyModeController.cpp
1,75,1.33%,Kernel/Arch/x86_64/PCI/Initializer.cpp
1,29,3.45%,Kernel/Arch/x86_64/PCI/IDELegacyModeController.h
3,511,0.59%,Kernel/Arch/x86_64/Interrupts/APIC.cpp
1,273,0.37%,Kernel/Arch/x86_64/Interrupts/IOAPIC.cpp
4,197,2.03%,Kernel/Arch/x86_64/InterruptManagement.cpp
2,317,0.63%,Kernel/Arch/x86_64/SafeMem.cpp
6,721,0.83%,Kernel/Arch/x86_64/Interrupts.cpp
1,145,0.69%,Kernel/Arch/x86_64/RegisterState.h
1,285,0.35%,Kernel/Arch/x86_64/init.cpp
2,310,0.65%,Kernel/Arch/x86_64/Processor.h
1,118,0.85%,Kernel/Arch/x86_64/PageDirectory.h
7,1481,0.47%,Kernel/Arch/x86_64/Processor.cpp
2,120,1.67%,Kernel/Arch/aarch64/RPi/UART.cpp
10,68,14.71%,Kernel/Arch/aarch64/RPi/Timer.h
1,120,0.83%,Kernel/Arch/aarch64/RPi/Timer.cpp
2,86,2.33%,Kernel/Arch/aarch64/RPi/Framebuffer.cpp
1,72,1.39%,Kernel/Arch/aarch64/Exceptions.cpp
1,82,1.22%,Kernel/Arch/aarch64/ASM_wrapper.h
3,47,6.38%,Kernel/Arch/aarch64/InterruptManagement.cpp
1,58,1.72%,Kernel/Arch/aarch64/kprintf.cpp
1,21,4.76%,Kernel/Arch/aarch64/Panic.cpp
2,168,1.19%,Kernel/Arch/aarch64/MMU.cpp
8,49,16.33%,Kernel/Arch/aarch64/SafeMem.cpp
4,116,3.45%,Kernel/Arch/aarch64/Interrupts.cpp
4,39,10.26%,Kernel/Arch/aarch64/RegisterState.h
3,62,4.84%,Kernel/Arch/aarch64/Dummy.cpp
2,219,0.91%,Kernel/Arch/aarch64/init.cpp
1,14,7.14%,Kernel/Arch/aarch64/CrashHandler.cpp
18,218,8.26%,Kernel/Arch/aarch64/Processor.h
5,31,16.13%,Kernel/Arch/aarch64/PageDirectory.cpp
16,122,13.11%,Kernel/Arch/aarch64/PageDirectory.h
11,304,3.62%,Kernel/Arch/aarch64/Processor.cpp
1,75,1.33%,Kernel/Arch/Processor.h
1,19,5.26%,Kernel/Arch/Processor.cpp
2,128,1.56%,Kernel/Heap/Heap.h
6,462,1.30%,Kernel/Heap/kmalloc.cpp
1,319,0.31%,Kernel/FileSystem/TmpFS/Inode.cpp
3,211,1.42%,Kernel/FileSystem/ISO9660FS/FileSystem.cpp
3,196,1.53%,Kernel/FileSystem/ISO9660FS/Inode.cpp
1,95,1.05%,Kernel/FileSystem/ISO9660FS/DirectoryIterator.cpp
1,37,2.70%,Kernel/FileSystem/FATFS/FileSystem.h
2,222,0.90%,Kernel/FileSystem/FATFS/Inode.cpp
3,135,2.22%,Kernel/FileSystem/Plan9FS/Message.cpp
5,287,1.74%,Kernel/FileSystem/Plan9FS/FileSystem.cpp
18,232,7.76%,Kernel/FileSystem/Plan9FS/Inode.cpp
1,158,0.63%,Kernel/FileSystem/Plan9FS/Message.h
1,202,0.50%,Kernel/FileSystem/ProcFS/ProcessPropertyInode.cpp
1,22,4.55%,Kernel/FileSystem/SysFS/Subsystems/DeviceIdentifiers/DeviceComponent.cpp
1,39,2.56%,Kernel/FileSystem/SysFS/Subsystems/Devices/Graphics/DisplayConnector/DeviceDirectory.cpp
1,37,2.70%,Kernel/FileSystem/SysFS/Subsystems/Devices/Storage/DeviceDirectory.cpp
2,100,2.00%,Kernel/FileSystem/SysFS/Subsystems/Firmware/BIOS/Directory.cpp
1,42,2.38%,Kernel/FileSystem/SysFS/Subsystems/Bus/PCI/DeviceDirectory.cpp
2,78,2.56%,Kernel/FileSystem/SysFS/Subsystems/Kernel/CPUInfo.cpp
1,47,2.13%,Kernel/FileSystem/SysFS/Subsystems/Kernel/Interrupts.cpp
1,143,0.70%,Kernel/FileSystem/SysFS/Subsystems/Kernel/Processes.cpp
4,554,0.72%,Kernel/FileSystem/Ext2FS/FileSystem.cpp
5,840,0.60%,Kernel/FileSystem/Ext2FS/Inode.cpp
4,886,0.45%,Kernel/FileSystem/VirtualFileSystem.cpp
1,133,0.75%,Kernel/FileSystem/InodeWatcher.cpp
4,460,0.87%,Kernel/FileSystem/OpenFileDescription.cpp
1,91,1.10%,Kernel/FileSystem/VirtualFileSystem.h
4,334,1.20%,Kernel/FileSystem/Inode.cpp
1,117,0.85%,Kernel/FileSystem/InodeMetadata.h
1,98,1.02%,Kernel/FileSystem/File.h
1,25,4.00%,Kernel/API/POSIX/net/route.h
1,78,1.28%,Kernel/API/POSIX/signal.h
1,570,0.18%,Kernel/API/Syscall.h
1,97,1.03%,Kernel/API/Graphics.h
1,58,1.72%,Kernel/Graphics/Bochs/GraphicsAdapter.cpp
3,111,2.70%,Kernel/Graphics/VMWare/DisplayConnector.cpp
1,83,1.20%,Kernel/Graphics/VirtIOGPU/Console.cpp
1,223,0.45%,Kernel/Graphics/VirtIOGPU/DisplayConnector.cpp
3,450,0.67%,Kernel/Graphics/VirtIOGPU/GraphicsAdapter.cpp
